incident_num,MMSI,vessel_name,vessel_class_from_ais,source,reference_key,report_based_incident_description,report_start_date_of_interest_hst,report_end_date_of_interest_hst,report_incident_time_of_interest_hst,report_vessel_role,report_vessel_class,report_location,ais_incident_start_bound_hst,ais_incident_end_bound_hst,ais_incident_type,ais_incident_evidence,ais_availability_description
148,367471530,GOLDEN DRAGON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.10.14,"The main engine of the GOLDEN DRAGON suddenly stopped while the crew was hauling in fishing gear. The operator found that fuel mixed into the crankcase, causing the engine to secure itself and a subsequent loss of propulsion. They arranged to hav eht LADY ANNA tow them back.",2020-10-14,2020-10-16,2020-10-14 15:00:00-10:00,"Equipment failure, Loss of propulsion",Commercial fishing vessel,130 nm S of Honolulu Harbor,2020-10-16 04:07:32-10:00,2020-10-16 23:58:48-10:00,Irregular tow,High evidence,"The AIS is out of range for the LADY ANNA and the GOLDEN DRAGON on the day of the actual event, but the abnormal return tow on 10/16 is available in the data. "
149,366254000,KAPENA JACK YOUNG,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.10.22,The tug KAPENA JACK YOUNG allided with the barge AMS 250 at the pier due to the throttle controls not being transferred correctly. This caused the tug to sustain damage to the fendering--the barge did not sustain damage.,2020-10-22,,2020-10-22 18:10:00-10:00,Allision,Tug,"Pier 39, Honolulu Harbor",2020-10-22 17:01:04-10:00,2020-10-22 19:59:13-10:00,Allision,Good evidence,"There are indeed a number of Ais points that appear to be ""on land"" at the pier around the time specified--it is unclear if this represents the actual allision, but there are two clusters of points that appear to be in the right location following the incident time: the first between piers and the second strongly overlapping the pier. "
150,367556290,LADY JACKIE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.11.04,Helper vessel that towed the MISS JULIE back to Honolulu Harbor for repairs,2020-11-04,,,Helper vessel,Commercial fishing vessel,,2020-11-05 11:01:53-10:00,2020-11-09 14:58:44-10:00,Irregular tow,Good evidence,"The AIS at the incident time for the Miss Julie is not available. However, we see the LADY JACKIE head out to sea on 11/5 (after the event) with a break in the AIS, followed by a return to Honolulu with the MISS JULIE in tow starting aroung 11/8 and ending 11/09. They appeared to separate just before reaching the harbor (probably a harbor tow finished bringing in the Miss Julie; though this is not indicated in the report is  likely from the AIS and a fairly common practice). We include the approach out to sea as well as the irregular tow for the LADY JACKIE, since it was for the irregular purpose of rescue rather than fishing. "
150,366721530,MISS JULIE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.11.04,Lost propulsion due to a broken coupling drive,2020-11-04,,2020-11-04 16:00:00-10:00,"Equipment failure, Loss of propulsion",Commercial fishing vessel,150 nm N of Honolulu Harbor,2020-11-08 05:37:41-10:00,2020-11-09 14:57:24-10:00,Irregular tow,Good evidence,"The AIS at the incident time for the Miss Julie is not available. However, we see the LADY JACKIE head out to sea on 11/5 (after the event) with a break in the AIS, followed by a return to Honolulu with the MISS JULIE in tow starting aroung 11/8 and ending 11/09. They appeared to separate just before reaching the harbor (probably a harbor tow finished bringing in the Miss Julie; though this is not indicated in the report is  likely from the AIS and a fairly common practice). "
151,368063530,SEA DIAMOND,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.11.20,"The SEA DIAMOND ran over a net, fouled is propeller and subsequently lost propulsion. The crew was unable to dislodge the net, so sister vessel QUEEN ALINA was coordinated to tow the vessel back to the Harbor. ",2020-11-20,2020-11-23,,Loss of propulsion,Commercial fishing vessel,145 nm NNE of Oahu,2020-11-22 00:49:01-10:00,2020-11-22 21:54:21-10:00,Irregular tow,High evidence,"Both the Queen Alina and Sea Diamond are out of range on the day of the incident, however, AIS is available for the tow back to Honolulu Harbor from 11/22 to 11/23. This tow is abnormal."
151,367445940,QUEEN ALINA,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.11.20,"The SEA DIAMOND ran over a net, fouled is propeller and subsequently lost propulsion. The crew was unable to dislodge the net, so sister vessel QUEEN ALINA was coordinated to tow the vessel back to the Harbor. ",2020-11-20,2020-11-23,,Helper vessel,Commercial fishing vessel,,2020-11-22 07:37:18-10:00,2020-11-22 21:58:36-10:00,Irregular tow,High evidence,"Both the Queen Alina and Sea Diamond are out of range on the day of the incident, however, AIS is available for the tow back to Honolulu Harbor from 11/22 to 11/23. This tow is abnormal."
152,366614000,OCEAN INTERVENTION,Other,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.12.19,Due to a series of issues (the #1 cylinder rod ejecting through the outboard side of the engine igniting the hot oil and causing a fire) a fire broke out in the engine room.,2020-12-19,,2020-12-19 13:03:00-10:00,Fire,,"Anchorage Bravo Oahu, HI",2020-12-19 00:10:29-10:00,2020-12-20 22:12:50-10:00,Fire,Some evidence,"The points are fairly sparse, but the vessel at the incident time is captured in the AIS. There is little trajectory context, but it appears the vessel stayed stationary until 12/20 at around 14:00 at which point it returned to harbor. Hence it stayed in the same location following the event, which matches investigating and addressing the fire before returning. "
153,367338850,LAURA ANN,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.12.21,The Laura Ann lost electrical power from its generators and contacted the  CFV SEA FALCON just before taking down communications to preserve battery power. ,2020-12-21,2020-12-26,,Loss of power,Commercial fishing vessel,150 nm S of Honolulu,2020-12-21 14:02:27-10:00,2020-12-21 14:09:28-10:00,Loss of power,Good evidence,"On 12/22, we see the SEA FALCON transiting from north of Moloka'i in a southwest direction (in the direction of the last data point of the LAURA ANN). There is then a large gap in the AIS. On 12/23 at about 9:00 (1.5 hours after the LAURA ANN was taken in tow, according to the report) the SEA FALCON reappears a short distance northeast from to the position of the last broadcasted points of the of the LAURA ANN, and the trajectory heads straight to Honolulu Harbor. This is presumably the tow trajectory. Since the Laura Ann lost power, it only has 4 available points on the day of the event, which give a sense of the location of the incident. "
153,367447140,SEA FALCON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.12.21,"The SEA FALCON was contacted by the LAURA ANN which lost electrical power from its generators on 12/21/2020. The SEA FALCON went to assist and placed it in tow on 12/23/2020 at approximately 7:30 HST. According to the report, the LAURA ANN was safely moored in Honolulu Harbor by 12/26/2020.",2020-12-23,2020-12-26,2020-12-23 07:30:00-10:00,Helper vessel,Commercial fishing vessel,,2020-12-22 04:29:46-10:00,2020-12-24 09:59:44-10:00,"Route deviation, Irregular tow",Good evidence,"On 12/22, we see the SEA FALCON transiting from north of Moloka'i in a southwest direction (in the direction of the last data point of the Laura Ann). There is then a large gap in the AIS. On 12/23 at about 9:00 (1.5 hours after the LAURA ANN was taken in tow, according to the report) the SEA FALCON reappears a short distance northeast from to the position of the last broadcasted points of the of the LAURA ANN, and the trajectory heads straight to Honolulu Harbor. This is presumably the tow trajectory. Since the Laura Ann lost power, it only has 4 available points on the day of the event, which give a sense of the location of the incident. The SEA FALCON slowed at the harbor entrance (likely to transfer the LAURA ANN to a harbor tow), then headed back out to sea on 12/24. "
154,367433150,SEA DRAGON II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.12.22,Returned SEA DRAGON II to Pier 16 in Honolulu Harbor,2020-12-22,,,Helper vessel,Commercial Fishing Vessel,,2020-12-22 10:00:03-10:00,2020-12-22 12:59:05-10:00,Irregular tow,Good evidence,"The AIS data is available but appears stationary at the time given by the report. However, we do see the SEA DRAGON III begin to leave the pier and then quickly return, and the return points are aligned with points from the SEA DRAGON II.  This seams to indicate the event. "
154,367750990,SEA DRAGON III,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.12.22,Lost propulsion while outbound of the harbor,2020-12-22,,2020-12-22 12:09:00-10:00,Loss of propulsion,Commercial Fishing Vessel,"Pier 10, Honolulu Harbor",2020-12-22 10:02:45-10:00,2020-12-22 12:58:39-10:00,"Loss/reduction of propulsion, Irregular tow",Good evidence,"The AIS data is available but appears stationary at the time given by the report. However, we do see the SEA DRAGON III begin to leave the pier and then quickly return, and the return points are aligned with points from the SEA DRAGON II.  This seems to indicate the event. "
